OppName,Year,OppFPI,DukeFPI,FPI_diff,DukeFPI_NetChange,OppFPI_PrevYear,FPI_Diff_PrevYear,Site,Month,Date,Day,OnSaturday,Start_Time,Result,DukePts,OppPts,PointDiff,COVID_Limit,AttNum,AttPct,Renovated,MaxCapacity,DevilsDeck,Future_Game,UNC_Game,First_Game,First_Home_Game,Elko,Cutcliffe,Diaz,Weather,Rain,WeatherIndex,Temp,Humidity,City,State,ESPN_WinPred,TV_Coverage,Bowl,RegularSeason_PrevYear,SRS_PrevYear,SOS_PrevYear,Bowl_PrevYear,DukeRankGametime,OppRankGametime,OppRankSeasonEnd,DukeRankedGametime,OppRankedGametime,OppRankedSeasonEnd,1stSeedQB,SchoolBreak,NatlHoliday,ThanksgivingWeekend,LaborDayWeekend,Undefeated_All,Undefeated_Home,Game_After_Loss,Home_Game_After_Home_Loss,Win_Streak,Record_Past_2,Record_Past_3,Record_Past_4,Record_Past_5,Surface,NC_Opponent,TobaccoRoadGame,OppCityDist
North Carolina,2011,6.1,-6.1,12.2,-2.1,10.4,14.4,Away,11,26,Sat,1,15.500,L,21,37,-16,0,58500,114.7058824,0,43915,0,0,1,0,0,0,1,0,,,,70,42,Chapel Hill,NC,NA,ESGP/ESPN3,0,0.25,-4.59,2.66,0,NA,NA,NA,0,0,0,,1,0,1,0,0,0,1,,0,0,0,0,0,Grass,1,1,10.42
Florida Int'l,2012,-8,-1.7,-6.3,4.4,-5.1,1,Home,9,1,Sat,1,19.000,W,46,26,20,0,31117,91.67967944,0,43915,0,0,0,1,1,0,1,0,,,,87.1,55,Durham,NC,NA,ESPN3,0,0.25,-7.34,0.24,0,NA,NA,NA,0,0,0,,0,0,0,1,NA,NA,NA,,0,0,0,0,0,Grass,0,0,710.26
Stanford,2012,18.5,-1.7,20.2,4.4,24.4,30.5,Away,9,8,Sat,1,22.500,L,13,50,-37,0,44016,87,0,43915,0,0,0,0,0,0,1,0,,,,64,65,Stanford,CA,NA,PAC12,0,0.25,-7.34,0.24,0,NA,25,7,0,1,1,,0,0,0,0,1,1,0,,1,1,1,1,1,Grass,0,0,2377.63
N.C. Central,2012,NA,-1.7,NA,4.4,NA,NA,Home,9,15,Sat,1,19.000,W,54,17,37,0,22829,67.26083498,0,43915,0,0,0,0,0,0,1,0,,,,73.9,66,Durham,NC,NA,ESPN3,0,0.25,-7.34,0.24,0,NA,NA,NA,0,0,0,,0,0,0,0,0,1,1,0,0,1,1,1,1,Grass,1,0,5.65
Memphis,2012,-13.2,-1.7,-11.5,4.4,-24.6,-18.5,Home,9,22,Sat,1,18.000,W,38,14,24,0,23658,69.70330868,0,43915,0,0,0,0,0,0,1,0,,,,82.9,55,Durham,NC,NA,ESPN3,0,0.25,-7.34,0.24,0,NA,NA,NA,0,0,0,,0,0,0,0,0,1,0,0,1,1,2,2,2,Grass,0,0,629.01
Wake Forest,2012,-7.6,-1.7,-5.9,4.4,-0.2,5.9,Away,9,29,Sat,1,12.500,W,34,27,7,0,28743,91,0,43915,0,0,0,0,0,0,1,0,,,,66,93,Winston-Salem,NC,NA,ESGP/ESPN3,0,0.25,-7.34,0.24,0,NA,NA,NA,0,0,0,,0,0,0,0,0,1,0,,2,2,2,3,3,Turf,1,1,75.75
Virginia,2012,-2,-1.7,-0.3,4.4,0.2,6.3,Home,10,6,Sat,1,15.000,W,42,17,25,0,26856,79.12554138,0,43915,0,0,0,0,0,0,1,0,,,,82.9,48,Durham,NC,NA,ESGP/ESPN3,0,0.25,-7.34,0.24,0,NA,NA,NA,0,0,0,,0,0,0,0,0,1,0,0,3,2,3,3,4,Grass,0,0,142.54
Virginia Tech,2012,6.5,-1.7,8.2,4.4,11.8,17.9,Away,10,13,Sat,1,12.500,L,20,41,-21,0,65632,100,0,43915,0,0,0,0,0,0,1,0,,,,53.6,58,Blacksburg,VA,NA,ESGP/ESPN3,0,0.25,-7.34,0.24,0,NA,NA,NA,0,0,0,,1,0,0,0,0,1,0,,4,2,3,4,4,Grass,0,0,119.79
North Carolina,2012,10.6,-1.7,12.3,4.4,6.1,12.2,Home,10,20,Sat,1,19.000,W,33,30,3,0,33941,100,0,43915,0,0,1,0,0,0,1,0,,,,60.1,60,Durham,NC,NA,ESPNU,0,0.25,-7.34,0.24,0,NA,NA,NA,0,0,0,,0,0,0,0,0,1,1,0,0,1,2,3,4,Grass,1,1,10.42
Florida St.,2012,22.7,-1.7,24.4,4.4,15.3,21.4,Away,10,27,Sat,1,15.500,L,7,48,-41,0,71467,90,0,43915,0,0,0,0,0,0,1,0,,,,79,47,Tallahassee,FL,NA,ESPNU,0,0.25,-7.34,0.24,0,NA,12,10,0,1,1,,0,0,0,0,0,1,0,,1,1,2,3,4,Grass,0,0,493.91
Clemson,2012,17.2,-1.7,18.9,4.4,8.3,14.4,Home,11,3,Sat,1,19.000,L,20,56,-36,0,31894,93.96894611,0,43915,0,0,0,0,0,0,1,0,,,,48,61,Durham,NC,NA,ESPN2,0,0.25,-7.34,0.24,0,NA,13,11,0,1,1,,0,0,0,0,0,1,1,0,0,1,1,2,3,Grass,0,0,239.73
Georgia Tech,2012,7.4,-1.7,9.1,4.4,5,11.1,Away,11,17,Sat,1,15.500,L,24,42,-18,0,41904,76,0,43915,0,0,0,0,0,0,1,0,,,,57.9,36,Atlanta,GA,NA,ESPNU,0,0.25,-7.34,0.24,0,NA,NA,NA,0,0,0,,0,0,0,0,0,0,1,,0,0,1,1,2,Grass,0,0,347.61
Miami (Fla.),2012,7,-1.7,8.7,4.4,9.3,15.4,Home,11,24,Sat,1,12.500,L,45,52,-7,0,26895,79.24044666,0,43915,0,0,0,0,0,0,1,0,,,,46.9,34,Durham,NC,NA,ACCN/ESGP/ESPN3,0,0.25,-7.34,0.24,0,NA,NA,NA,0,0,0,,1,0,1,0,0,0,1,1,0,0,0,1,1,Grass,0,0,716.28
Cincinnati,2012,8.9,-1.7,10.6,4.4,9.3,15.4,Neutral,12,27,Thu,0,18.500,L,34,48,-14,0,48128,NA,0,43915,0,0,0,0,0,0,1,0,,,,,,NA,NA,NA,ESPN,1,0.25,-7.34,0.24,0,NA,NA,NA,0,0,0,,1,0,0,0,0,0,1,,0,0,0,0,1,Grass,0,0,376.00
N.C. Central,2013,NA,6.5,NA,8.2,NA,NA,Home,8,31,Sat,1,16.000,W,45,0,45,0,22521,66.35337792,0,43915,0,0,0,1,1,0,1,0,,,,88,52,Durham,NC,NA,ESPN3,0,0.5,-0.28,1.72,1,NA,NA,NA,0,0,0,,0,0,0,1,NA,NA,NA,,0,0,0,0,0,Grass,1,0,5.65
Memphis,2013,-6.8,6.5,-13.3,8.2,-13.2,-11.5,Away,9,7,Sat,1,16.500,W,28,14,14,0,44237,76,0,43915,0,0,0,0,0,0,1,0,,,,94.1,33,Memphis,TN,NA,ESPN3,0,0.5,-0.28,1.72,1,NA,NA,NA,0,0,0,,0,0,0,0,1,1,0,,1,1,1,1,1,Turf,0,0,629.01
Georgia Tech,2013,12.4,6.5,5.9,8.2,7.4,9.1,Home,9,14,Sat,1,15.500,L,14,38,-24,0,21267,62.65873133,0,43915,0,0,0,0,0,0,1,0,,,,73.9,41,Durham,NC,NA,ESPNU,0,0.5,-0.28,1.72,1,NA,NA,NA,0,0,0,,0,0,0,0,1,1,0,0,2,2,2,2,2,Grass,0,0,347.61
Pittsburgh,2013,5.3,6.5,-1.2,8.2,5.4,7.1,Home,9,21,Sat,1,12.500,L,55,58,-3,0,22714,66.92201173,0,43915,0,0,0,0,0,0,1,0,,,,72,82,Durham,NC,NA,ESGP/ESPN3,0,0.5,-0.28,1.72,1,NA,NA,NA,0,0,0,,0,0,0,0,0,0,1,1,0,1,2,2,2,Grass,0,0,312.94
Troy,2013,-10,6.5,-16.5,8.2,-5.4,-3.7,Home,9,28,Sat,1,15.000,W,38,31,7,0,30126,88.7599069,0,43915,0,0,0,0,0,0,1,0,,,,72,51,Durham,NC,NA,ESPN3,0,0.5,-0.28,1.72,1,NA,NA,NA,0,0,0,,0,0,0,0,0,0,1,1,0,0,1,2,2,Grass,0,0,497.83
Navy,2013,3.6,6.5,-2.9,8.2,-5,-3.3,Home,10,12,Sat,1,12.500,W,35,7,28,0,23749,69.971421,0,43915,0,0,0,0,0,0,1,0,,,,64.9,90,Durham,NC,NA,ESGP/ESPN3,0,0.5,-0.28,1.72,1,NA,NA,NA,0,0,0,,1,0,0,0,0,0,0,0,1,1,1,2,3,Grass,0,0,244.78
Virginia,2013,-6.1,6.5,-12.6,8.2,-2,-0.3,Away,10,19,Sat,1,15.500,W,35,22,13,0,39071,64,0,43915,0,0,0,0,0,0,1,0,,,,61,70,Charlottesville,VA,NA,ESGP/ESPN3,0,0.5,-0.28,1.72,1,NA,NA,NA,0,0,0,,0,0,0,0,0,0,0,,2,2,2,2,3,Grass,0,0,142.54
Virginia Tech,2013,8.8,6.5,2.3,8.2,6.5,8.2,Away,10,26,Sat,1,15.500,W,13,10,3,0,63326,96,0,43915,0,0,0,0,0,0,1,0,,,,53.6,41,Blacksburg,VA,NA,ESPNU,0,0.5,-0.28,1.72,1,NA,14,NA,0,1,0,,0,0,0,0,0,0,0,,3,2,3,3,3,Grass,0,0,119.79
North Carolina St.,2013,-5.5,6.5,-12,8.2,3.5,5.2,Home,11,9,Sat,1,16.000,W,38,20,18,0,32010,94.31071565,0,43915,0,0,0,0,0,0,1,0,,,,55,38,Durham,NC,NA,ESPNU,0,0.5,-0.28,1.72,1,NA,NA,NA,0,0,0,,0,0,0,0,0,0,0,0,4,2,3,4,4,Grass,1,1,21.14
Miami (Fla.),2013,10.8,6.5,4.3,8.2,7,8.7,Home,11,16,Sat,1,15.500,W,48,30,18,0,30044,88.51831119,0,43915,0,0,0,0,0,0,1,0,,,,64.9,68,Durham,NC,NA,ESPNU,0,0.5,-0.28,1.72,1,NA,23,NA,0,1,0,,0,0,0,0,0,0,0,0,5,2,3,4,5,Grass,0,0,716.28
Wake Forest,2013,-3.5,6.5,-10,8.2,-7.6,-5.9,Away,11,23,Sat,1,12.000,W,28,21,7,0,28463,90,0,43915,0,0,0,0,0,0,1,0,,,,55.9,57,Winston-Salem,NC,NA,ESPN2,0,0.5,-0.28,1.72,1,NA,NA,NA,0,0,0,,0,0,0,0,0,0,0,,6,2,3,4,5,Turf,1,1,75.75
North Carolina,2013,11.2,6.5,4.7,8.2,10.6,12.3,Away,11,30,Sat,1,12.000,W,27,25,2,0,62000,100,0,43915,0,0,1,0,0,0,1,0,,,,44.1,53,Chapel Hill,NC,NA,ESPN2,0,0.5,-0.28,1.72,1,24,NA,NA,1,0,0,,1,0,1,0,0,0,0,,7,2,3,4,5,Grass,1,1,10.42
Florida St.,2013,33.2,6.5,26.7,8.2,22.7,24.4,Neutral,12,7,Sat,1,20.000,L,7,45,-38,0,67694,NA,0,43915,0,0,0,0,0,0,1,0,,,,,,Charlotte,NC,NA,ABC,0,0.5,-0.28,1.72,1,20,1,1,1,1,1,,1,0,0,0,0,0,0,,8,2,3,4,5,Grass,0,0,493.91
Texas A&M,2013,18.8,6.5,12.3,8.2,24.2,25.9,Neutral,12,31,Tue,0,20.000,L,48,52,-4,0,67946,95,0,43915,0,0,0,0,0,0,1,0,,,,,,Atlanta,GA,NA,ESPN,1,0.5,-0.28,1.72,1,24,21,18,1,1,1,,1,0,0,0,0,0,1,,0,1,2,3,4,Turf,0,0,1070.65
Elon,2014,NA,7.7,NA,1.2,NA,NA,Home,8,30,Sat,1,18.000,W,52,13,39,0,31213,91.9625232,0,43915,0,0,0,1,1,0,1,0,,,,87.1,57,Durham,NC,NA,ESPN3,0,0.833333333,7.86,2.36,1,NA,NA,NA,0,0,0,,0,0,0,1,NA,NA,NA,,0,0,1,2,3,Grass,1,0,34.79
Troy,2014,-19.4,7.7,-27.1,1.2,-10,-16.5,Away,9,6,Sat,1,19.000,W,34,17,17,0,21331,71,0,43915,0,0,0,0,0,0,1,0,,,,82.9,79,Troy,AL,NA,ESPN3,0,0.833333333,7.86,2.36,1,NA,NA,NA,0,0,0,,0,0,0,0,1,1,0,,1,1,1,2,3,Turf,0,0,497.83
Kansas,2014,-6.5,7.7,-14.2,1.2,-10.1,-16.6,Home,9,13,Sat,1,15.500,W,41,3,38,0,25203,74.25532542,0,43915,0,0,0,0,0,0,1,0,,,,79,79,Durham,NC,NA,ESGP/ESPN3,0,0.833333333,7.86,2.36,1,NA,NA,NA,0,0,0,,0,0,0,0,1,1,0,0,2,2,2,2,3,Grass,0,0,917.66
Tulane,2014,-9.7,7.7,-17.4,1.2,-6.5,-13,Home,9,20,Sat,1,12.500,W,47,13,34,0,20197,59.50620194,0,43915,0,0,0,0,0,0,1,0,,,,75,57,Durham,NC,NA,ESGP/ESPN3,0,0.833333333,7.86,2.36,1,NA,NA,NA,0,0,0,,0,0,0,0,1,1,0,0,3,2,3,3,3,Grass,0,0,769.76
Miami (Fla.),2014,10.8,7.7,3.1,1.2,10.8,4.3,Away,9,27,Sat,1,19.500,L,10,22,-12,0,44559,69,0,43915,0,0,0,0,0,0,1,0,,,,84,72,Miami Gardens,FL,NA,ESPN2,0,0.833333333,7.86,2.36,1,NA,NA,NA,0,0,0,,0,0,0,0,1,1,0,,4,2,3,4,4,Grass,0,0,716.28
Georgia Tech,2014,16,7.7,8.3,1.2,12.4,5.9,Away,10,11,Sat,1,12.500,W,31,25,6,0,44281,81,0,43915,0,0,0,0,0,0,1,0,,,,78.1,69,Atlanta,GA,NA,ESGP/ESPN3,0,0.833333333,7.86,2.36,1,NA,22,8,0,1,1,,1,0,0,0,0,1,1,,0,1,2,3,4,Grass,0,0,347.61
Virginia,2014,6.9,7.7,-0.8,1.2,-6.1,-12.6,Home,10,18,Sat,1,12.500,W,20,13,7,0,28131,82.88206005,0,43915,0,0,0,0,0,0,1,0,,,,73,46,Durham,NC,NA,ESGP/ESPN3,0,0.833333333,7.86,2.36,1,NA,NA,NA,0,0,0,,0,0,0,0,0,1,0,0,1,1,2,3,4,Grass,0,0,142.54
Pittsburgh,2014,7.2,7.7,-0.5,1.2,5.3,-1.2,Away,11,1,Sat,1,12.000,W,51,48,3,0,39293,57,0,43915,0,0,0,0,0,0,1,0,,,,43,79,Pittsburgh,PA,NA,ESPNU,0,0.833333333,7.86,2.36,1,24,NA,NA,1,0,0,,0,0,0,0,0,1,0,,2,2,2,3,4,Grass,0,0,312.94
Syracuse,2014,-0.8,7.7,-8.5,1.2,-0.5,-7,Away,11,8,Sat,1,12.500,W,27,10,17,0,39331,80,0,43915,0,0,0,0,0,0,1,0,,,,43.5,58,Syracuse,NY,NA,ESGP/ESPN3,0,0.833333333,7.86,2.36,1,22,NA,NA,1,0,0,,0,0,0,0,0,1,0,,3,2,3,3,4,Turf,0,0,508.89
Virginia Tech,2014,7.9,7.7,0.2,1.2,8.8,2.3,Home,11,15,Sat,1,12.000,L,16,17,-1,0,30107,88.7039274,0,43915,0,0,0,0,0,0,1,0,,,,41,33,Durham,NC,NA,ESPNU,0,0.833333333,7.86,2.36,1,21,NA,NA,1,0,0,,0,0,0,0,0,1,0,0,4,2,3,4,4,Grass,0,0,119.79
North Carolina,2014,4.4,7.7,-3.3,1.2,11.2,4.7,Home,11,20,Thu,0,19.500,L,20,45,-25,0,33941,100,0,43915,0,0,1,0,0,0,1,0,,,,46,47,Durham,NC,NA,ESPN,0,0.833333333,7.86,2.36,1,NA,NA,NA,0,0,0,,0,0,0,0,0,0,1,1,0,1,2,3,4,Grass,1,1,10.42
Wake Forest,2014,-10.4,7.7,-18.1,1.2,-3.5,-10,Home,11,29,Sat,1,19.000,W,41,21,20,0,22247,65.54609469,0,43915,0,0,0,0,0,0,1,0,,,,44.1,53,Durham,NC,NA,ESPNU,0,0.833333333,7.86,2.36,1,NA,NA,NA,0,0,0,,1,0,1,0,0,0,1,1,0,0,1,2,3,Grass,1,1,75.75
Arizona St.,2014,14.2,7.7,6.5,1.2,21.9,15.4,Neutral,12,27,Sat,1,14.000,L,31,36,-5,0,47809,100,0,43915,0,0,0,0,0,0,1,0,,,,,,El Paso,TX,NA,CBS,1,0.833333333,7.86,2.36,1,NA,15,12,0,1,1,,1,0,0,0,0,0,0,,1,1,1,2,3,Turf,0,0,1874.58
Tulane,2015,-16,5.1,-21.1,-2.6,-9.7,-17.4,Away,9,3,Thu,0,21.500,W,37,7,30,0,25470,85,0,43915,0,0,0,1,0,0,1,0,,,,81,79,New Orleans,LA,NA,CBSSN,0,0.75,6.64,-0.82,1,NA,NA,NA,0,0,0,,0,0,0,1,NA,NA,NA,,0,1,1,1,2,Turf,0,0,769.76
N.C. Central,2015,NA,5.1,NA,-2.6,NA,NA,Home,9,12,Sat,1,18.000,W,55,0,55,0,33941,100,0,43915,0,0,0,0,1,0,1,0,,,,75.9,76,Durham,NC,NA,ESPN3,0,0.75,6.64,-0.82,1,NA,NA,NA,0,0,0,,0,0,0,0,1,NA,0,,1,1,2,2,2,Grass,1,0,5.65
Northwestern,2015,4.8,5.1,-0.3,-2.6,1.8,-5.9,Home,9,19,Sat,1,12.500,L,10,19,-9,0,24127,71.08511829,0,43915,0,0,0,0,0,0,1,0,,,,82,56,Durham,NC,NA,ESPN3,0,0.75,6.64,-0.82,1,NA,23,23,0,1,1,,0,0,0,0,1,1,0,0,2,2,2,3,3,Grass,0,0,629.97
Georgia Tech,2015,10.2,5.1,5.1,-2.6,16,8.3,Home,9,26,Sat,1,12.000,W,34,20,14,0,20101,59.22335818,0,43915,0,0,0,0,0,0,1,0,,,,66,96,Durham,NC,NA,ESPN2,0,0.75,6.64,-0.82,1,NA,20,NA,0,1,0,,0,0,0,0,0,0,1,1,0,1,2,2,3,Grass,0,0,347.61
Boston College,2015,1.5,5.1,-3.6,-2.6,6,-1.7,Home,10,3,Sat,1,15.500,W,9,7,2,0,20009,58.95229958,0,43915,0,0,0,0,0,0,1,0,,,,61,93,Durham,NC,NA,ESPN3,0,0.75,6.64,-0.82,1,NA,NA,NA,0,0,0,,0,0,0,0,0,0,0,0,1,1,2,3,3,Grass,0,0,600.94
Army,2015,-14.9,5.1,-20,-2.6,-14.1,-21.8,Away,10,10,Sat,1,12.000,W,44,3,41,0,39712,100,0,43915,0,0,0,0,0,0,1,0,,,,59,55,West Point,NY,NA,CBSSN,0,0.75,6.64,-0.82,1,NA,NA,NA,0,0,0,,1,0,0,0,0,0,0,,2,2,2,3,4,Turf,0,0,458.21
Virginia Tech,2015,9.5,5.1,4.4,-2.6,7.9,0.2,Away,10,24,Sat,1,15.500,W,45,43,2,0,63257,96,0,43915,0,0,0,0,0,0,1,0,,,,62.6,68,Blacksburg,VA,NA,ESPNU,0,0.75,6.64,-0.82,1,23,NA,NA,1,0,0,,0,0,0,0,0,0,0,,3,2,3,3,4,Grass,0,0,119.79
Miami (Fla.),2015,6.4,5.1,1.3,-2.6,10.8,3.1,Home,10,31,Sat,1,19.000,L,27,30,-3,0,30143,88.80999381,0,43915,0,0,0,0,0,0,1,0,,,,55.9,80,Durham,NC,NA,ESPNU,0,0.75,6.64,-0.82,1,22,NA,NA,1,0,0,,0,0,0,0,0,0,0,0,4,2,3,4,4,Grass,0,0,716.28
North Carolina,2015,17,5.1,11.9,-2.6,4.4,-3.3,Away,11,7,Sat,1,12.000,L,31,66,-35,0,60000,100,0,43915,0,0,1,0,0,0,1,0,,,,71.1,87,Chapel Hill,NC,NA,ESPN2,0,0.75,6.64,-0.82,1,NA,NA,15,0,0,1,,0,0,0,0,0,0,1,,0,1,2,3,4,Grass,1,1,10.42
Pittsburgh,2015,8.4,5.1,3.3,-2.6,7.2,-0.5,Home,11,14,Sat,1,12.000,L,13,31,-18,0,30241,89.09873015,0,43915,0,0,0,0,0,0,1,0,,,,55,29,Durham,NC,NA,ESPNN,0,0.75,6.64,-0.82,1,NA,NA,NA,0,0,0,,0,0,0,0,0,0,1,1,0,0,1,2,3,Grass,0,0,312.94
Virginia,2015,2.1,5.1,-3,-2.6,6.9,-0.8,Away,11,21,Sat,1,15.500,L,34,42,-8,0,35178,57,0,43915,0,0,0,0,0,0,1,0,,,,53.1,27,Charlottesville,VA,NA,ESPN3,0,0.75,6.64,-0.82,1,NA,NA,NA,0,0,0,,0,0,0,0,0,0,1,,0,0,0,1,2,Grass,0,0,142.54
Wake Forest,2015,-3.4,5.1,-8.5,-2.6,-10.4,-18.1,Away,11,28,Sat,1,12.500,W,27,21,6,0,26435,84,0,43915,0,0,0,0,0,0,1,0,,,,66.9,52,Winston-Salem,NC,NA,ESPN3,0,0.75,6.64,-0.82,1,NA,NA,NA,0,0,0,,1,0,1,0,0,0,1,,0,0,0,0,1,Turf,1,1,75.75
Indiana,2015,1.7,5.1,-3.4,-2.6,-0.8,-8.5,Neutral,12,26,Sat,1,15.500,W,44,41,3,0,37218,69,0,43915,0,0,0,0,0,0,1,0,,,,,,Bronx,NY,NA,ABC,1,0.75,6.64,-0.82,1,NA,NA,NA,0,0,0,,1,0,0,0,0,0,0,,1,1,1,1,1,Grass,0,0,471.43
N.C. Central,2016,NA,1.6,NA,-3.5,NA,NA,Home,9,3,Sat,1,18.000,W,49,6,43,0,35049,87.61373863,1,40004,0,0,0,1,1,0,1,0,,,,72,73,Durham,NC,0.988,ACCNX,0,0.583333333,2.94,-0.75,1,NA,NA,NA,0,0,0,,0,0,0,1,NA,NA,NA,,2,2,2,2,2,Grass,1,0,5.65
Wake Forest,2016,2.2,1.6,0.6,-3.5,-3.4,-8.5,Home,9,10,Sat,1,15.500,L,14,24,-10,0,21077,52.68723128,1,40004,0,0,0,0,0,0,1,0,,,,91.9,52,Durham,NC,0.734,ESPNU,0,0.583333333,2.94,-0.75,1,NA,NA,NA,0,0,0,,0,0,0,0,1,1,0,0,3,2,3,3,3,Grass,1,1,75.75
Northwestern,2016,8,1.6,6.4,-3.5,4.8,-0.3,Away,9,17,Sat,1,20.000,L,13,24,-11,0,34464,73,1,40004,0,0,0,0,0,0,1,0,,,,75.9,45,Evanston,IL,0.357,BTN,0,0.583333333,2.94,-0.75,1,NA,NA,NA,0,0,0,,0,0,0,0,0,0,1,,0,1,2,3,3,Grass,0,0,629.97
Notre Dame,2016,9.7,1.6,8.1,-3.5,19.1,14,Away,9,24,Sat,1,15.500,W,38,35,3,0,80795,100,1,40004,0,0,0,0,0,0,1,0,,,,72,71,Notre Dame,IL,0.104,NBC,0,0.583333333,2.94,-0.75,1,NA,NA,NA,0,0,0,,0,0,0,0,0,0,1,,0,0,1,2,3,Grass,0,0,557.63
